S.No,Date,City,Country,Customer Type,Gender,Product Category,Product,SKU,Unit Cost,Sales Price,Quantity,Cost of Goods Sold,Discount,Payment Method,Revenue,Profit
6848,06-03-2025,Jacksonville,USA,Member,Female,Groceries,Juice (1L),1032,? 90.00,? 117.00,5,450,? 58.50,Cash,? 585.00,? 135.00
6849,06-03-2025,Hyderabad,India,Normal,Female,Electronics,Monitor,1009,"? 12,000.00","? 15,600.00",4,48000,"? 2,340.00",Credit Card,"? 57,600.00","? 9,600.00"
6850,06-03-2025,Moradabad,India,Normal,Female,Clothing,Shoes,1015,"? 2,000.00","? 2,600.00",3,6000,? 260.00,Cash,"? 7,800.00","? 1,800.00"
6851,06-03-2025,Kollam,India,Normal,Male,Groceries,Fruits,1024,? 80.00,? 104.00,10,800,? 70.00,Credit Card,"? 1,000.00",? 200.00
6852,06-03-2025,Etawah,India,Normal,Male,Electronics,Charger,1007,? 800.00,"? 1,040.00",5,4000,? 104.00,Credit Card,"? 5,200.00","? 1,200.00"
6853,06-03-2025,Brisbane,Australia,Normal,Female,Personal Care,Deodorant,1056,? 200.00,? 260.00,2,400,? 35.00,Credit Card,? 500.00,? 100.00
6854,06-03-2025,Ras Al Khaimah,UAE,Normal,Female,Personal Care,Razor,1057,? 50.00,? 65.00,4,200,? 12.50,Cash,? 250.00,? 50.00
6855,06-03-2025,San Jose,USA,Member,Male,Electronics,Power Bank,1006,"? 1,200.00","? 1,560.00",5,6000,? 156.00,Credit Card,"? 7,800.00","? 1,800.00"
6856,06-03-2025,Belo Horizonte,Brazil,Normal,Female,Groceries,Sugar,1026,? 45.00,? 59.00,5,225,? 14.63,Cash,? 292.50,? 67.50
6857,06-03-2025,Nizamabad,India,Member,Male,Household Items,Dustbin,1049,? 300.00,? 390.00,3,900,? 100.00,Credit Card,"? 1,170.00",? 270.00
6858,06-03-2025,Quebec City,Canada,Normal,Female,Electronics,Charger,1007,? 800.00,"? 1,040.00",3,2400,? 104.00,E-Wallet,"? 3,120.00",? 720.00
6859,06-03-2025,Glasgow,UK,Normal,Female,Groceries,Sugar,1026,? 45.00,? 59.00,4,180,? 11.70,Cash,? 234.00,? 54.00
6860,06-03-2025,Hyderabad,India,Member,Female,Clothing,Shoes,1015,"? 2,000.00","? 2,600.00",5,10000,? 260.00,Cash,"? 13,000.00","? 3,000.00"
6861,06-03-2025,Agra,India,Member,Male,Groceries,Rice,1020,? 60.00,? 78.00,10,600,? 100.00,E-Wallet,? 780.00,? 180.00
6862,06-03-2025,Kolkata,India,Member,Male,Groceries,Salt,1027,? 20.00,? 26.00,6,120,? 23.40,E-Wallet,? 156.00,? 36.00
6863,06-03-2025,Agra,India,Member,Female,Groceries,Coffee (200g),1033,? 250.00,? 325.00,1,250,? 36.00,Credit Card,? 300.00,? 50.00
6864,06-03-2025,Etawah,India,Normal,Male,Personal Care,Sanitary Pads,1058,? 100.00,? 130.00,4,400,? 52.00,E-Wallet,? 520.00,? 120.00
6865,06-03-2025,Bareilly,India,Normal,Male,Clothing,Jacket,1012,"? 2,500.00","? 3,250.00",6,15000,? 325.00,E-Wallet,"? 19,500.00","? 4,500.00"
6866,06-03-2025,Bhagalpur,India,Normal,Male,Groceries,Milk,1021,? 60.00,? 78.00,5,300,? 19.50,Cash,? 390.00,? 90.00
6867,06-03-2025,Kota,India,Member,Female,Electronics,Tablet,1002,"? 18,000.00","? 23,400.00",6,108000,"? 3,510.00",Cash,"? 1,24,200.00","? 16,200.00"
6868,06-03-2025,Tenali,India,Normal,Female,Electronics,Power Bank,1006,"? 1,200.00","? 1,560.00",3,3600,? 156.00,E-Wallet,"? 4,500.00",? 900.00
6869,06-03-2025,Kharagpur,India,Normal,Male,Groceries,Sugar,1026,? 45.00,? 59.00,5,225,? 14.06,Cash,? 281.25,? 56.25
6870,06-03-2025,Jaipur,India,Normal,Female,Personal Care,Face Wash,1055,? 150.00,? 195.00,8,1200,? 100.00,Credit Card,"? 1,560.00",? 360.00
6871,07-03-2025,Berlin,Germany,Member,Female,Groceries,Bread,1022,? 40.00,? 52.00,8,320,? 48.00,Credit Card,? 400.00,? 80.00
6872,07-03-2025,London,UK,Normal,Female,Electronics,Laptop,1000,"? 55,000.00","? 71,500.00",5,275000,"? 10,725.00",Credit Card,"? 3,43,750.00","? 68,750.00"
6873,07-03-2025,São Paulo,Brazil,Normal,Female,Groceries,Bread,1022,? 40.00,? 52.00,10,400,? 33.60,Credit Card,? 480.00,? 80.00
6874,07-03-2025,Gwalior,India,Normal,Female,Electronics,Smartphone,1001,"? 25,000.00","? 32,500.00",7,175000,"? 4,875.00",E-Wallet,"? 2,27,500.00","? 52,500.00"
6875,07-03-2025,Bardhaman,India,Normal,Male,Electronics,Bluetooth Speaker,1005,"? 2,200.00","? 2,860.00",8,17600,? 286.00,Credit Card,"? 22,880.00","? 5,280.00"
6876,07-03-2025,Portland,USA,Normal,Female,Groceries,Cooking Oil,1028,? 140.00,? 182.00,5,700,? 63.70,Credit Card,? 910.00,? 210.00
6877,07-03-2025,Atlanta,USA,Normal,Female,Groceries,Rice,1020,? 60.00,? 78.00,7,420,? 27.30,Cash,? 546.00,? 126.00
6878,07-03-2025,Sheffield,UK,Normal,Male,Groceries,Soft Drink (500ml),1030,? 40.00,? 52.00,6,240,? 15.60,Cash,? 312.00,? 72.00
6879,07-03-2025,São Paulo,Brazil,Normal,Female,Groceries,Energy Drink,1034,? 100.00,? 130.00,3,300,? 39.00,E-Wallet,? 390.00,? 90.00
6880,07-03-2025,Milwaukee,USA,Normal,Male,Stationery,Pencil,1038,? 5.00,? 7.00,9,45,? 5.85,E-Wallet,? 58.50,? 13.50
6881,07-03-2025,Toronto,Canada,Member,Female,Personal Care,Deodorant,1056,? 200.00,? 260.00,5,1000,? 100.00,Cash,"? 1,250.00",? 250.00
6882,07-03-2025,Brisbane,Australia,Normal,Male,Household Items,Detergent Powder,1045,? 120.00,? 156.00,3,360,? 30.24,Credit Card,? 432.00,? 72.00
6883,07-03-2025,Kolhapur,India,Normal,Male,Stationery,Calculator,1043,? 250.00,? 325.00,5,1250,? 100.00,Credit Card,"? 1,625.00",? 375.00
6884,07-03-2025,Aligarh,India,Normal,Female,Stationery,Pen,1036,? 10.00,? 13.00,10,100,? 13.00,E-Wallet,? 130.00,? 30.00
6885,07-03-2025,Gold Coast,Australia,Normal,Female,Groceries,Packaged Water (1L),1031,? 20.00,? 26.00,7,140,? 12.74,Credit Card,? 182.00,? 42.00
6886,07-03-2025,Quebec City,Canada,Normal,Male,Clothing,Skirt,1013,? 800.00,"? 1,040.00",7,5600,? 104.00,E-Wallet,"? 7,280.00","? 1,680.00"
6887,07-03-2025,Perth,Australia,Member,Male,Personal Care,Deodorant,1056,? 200.00,? 260.00,6,1200,? 100.00,Credit Card,"? 1,500.00",? 300.00
6888,07-03-2025,Salvador,Brazil,Normal,Female,Groceries,Bread,1022,? 40.00,? 52.00,2,80,? 4.80,Cash,? 96.00,? 16.00
6889,07-03-2025,Pune,India,Normal,Female,Electronics,Monitor,1009,"? 12,000.00","? 15,600.00",4,48000,"? 2,340.00",Cash,"? 55,200.00","? 7,200.00"
6890,07-03-2025,Karimnagar,India,Member,Male,Stationery,Pen,1036,? 10.00,? 13.00,4,40,? 5.20,Cash,? 52.00,? 12.00
6891,07-03-2025,Dresden,Germany,Member,Male,Electronics,Monitor,1009,"? 12,000.00","? 15,600.00",8,96000,"? 2,340.00",Cash,"? 1,24,800.00","? 28,800.00"
6892,07-03-2025,Leeds,UK,Normal,Female,Electronics,USB Cable,1008,? 250.00,? 325.00,3,750,? 90.00,E-Wallet,? 900.00,? 150.00
6893,07-03-2025,Edmonton,Canada,Member,Male,Electronics,Bluetooth Speaker,1005,"? 2,200.00","? 2,860.00",4,8800,? 286.00,Cash,"? 11,000.00","? 2,200.00"
6894,07-03-2025,Glasgow,UK,Normal,Female,Clothing,Skirt,1013,? 800.00,"? 1,040.00",8,6400,? 104.00,Credit Card,"? 8,320.00","? 1,920.00"
6895,07-03-2025,Berlin,Germany,Member,Male,Groceries,Juice (1L),1032,? 90.00,? 117.00,5,450,? 70.20,Credit Card,? 585.00,? 135.00
6896,07-03-2025,Sharjah,UAE,Normal,Male,Clothing,Pants,1011,"? 1,500.00","? 1,950.00",5,7500,? 195.00,E-Wallet,"? 8,625.00","? 1,125.00"
6897,07-03-2025,Mysore,India,Member,Male,Clothing,Jeans,1018,"? 1,800.00","? 2,340.00",8,14400,? 234.00,Credit Card,"? 18,720.00","? 4,320.00"
6898,07-03-2025,Tumkur,India,Member,Male,Stationery,Highlighter,1040,? 20.00,? 26.00,7,140,? 17.50,Cash,? 175.00,? 35.00
6899,07-03-2025,Jalandhar,India,Normal,Female,Groceries,Wheat Flour,1025,? 55.00,? 72.00,1,55,? 7.15,E-Wallet,? 71.50,? 16.50
6900,07-03-2025,Aligarh,India,Normal,Male,Groceries,Cooking Oil,1028,? 140.00,? 182.00,5,700,? 45.50,Cash,? 910.00,? 210.00
6901,07-03-2025,Sharjah,UAE,Member,Male,Clothing,Socks,1016,? 100.00,? 130.00,5,500,? 97.50,E-Wallet,? 650.00,? 150.00
6902,07-03-2025,Perth,Australia,Normal,Male,Electronics,Power Bank,1006,"? 1,200.00","? 1,560.00",8,9600,? 156.00,E-Wallet,"? 12,000.00","? 2,400.00"
6903,07-03-2025,Umm Al Quwain,UAE,Normal,Female,Groceries,Eggs,1023,? 7.00,? 9.00,6,42,? 2.73,Cash,? 54.60,? 12.60
6904,08-03-2025,Houston,USA,Normal,Male,Electronics,Monitor,1009,"? 12,000.00","? 15,600.00",7,84000,"? 2,340.00",Credit Card,"? 96,600.00","? 12,600.00"
6905,08-03-2025,Bristol,UK,Normal,Female,Clothing,Bralette,1014,? 600.00,? 780.00,5,3000,? 100.00,Cash,"? 3,900.00",? 900.00
6906,08-03-2025,Fujairah,UAE,Normal,Female,Electronics,Smartphone,1001,"? 25,000.00","? 32,500.00",5,125000,"? 4,875.00",E-Wallet,"? 1,62,500.00","? 37,500.00"
6907,08-03-2025,Al Ain,UAE,Normal,Male,Groceries,Coffee (200g),1033,? 250.00,? 325.00,6,1500,? 93.75,Cash,"? 1,875.00",? 375.00
6908,08-03-2025,Allahabad,India,Member,Male,Groceries,Fruits,1024,? 80.00,? 104.00,2,160,? 20.80,Cash,? 208.00,? 48.00
6909,08-03-2025,Tumkur,India,Normal,Male,Groceries,Rice,1020,? 60.00,? 78.00,5,300,? 39.00,E-Wallet,? 390.00,? 90.00
6910,08-03-2025,Mumbai,India,Member,Female,Personal Care,Deodorant,1056,? 200.00,? 260.00,7,1400,? 100.00,Credit Card,"? 1,750.00",? 350.00
6911,08-03-2025,Las Vegas,USA,Normal,Female,Groceries,Energy Drink,1034,? 100.00,? 130.00,3,300,? 27.30,Credit Card,? 390.00,? 90.00
6912,08-03-2025,Ludhiana,India,Member,Female,Clothing,Jacket,1012,"? 2,500.00","? 3,250.00",5,12500,? 325.00,Cash,"? 15,000.00","? 2,500.00"
6913,08-03-2025,Dresden,Germany,Normal,Male,Groceries,Bread,1022,? 40.00,? 52.00,7,280,? 16.10,Cash,? 322.00,? 42.00
6914,08-03-2025,Sangli,India,Member,Male,Groceries,Soft Drink (500ml),1030,? 40.00,? 52.00,10,400,? 52.00,Cash,? 520.00,? 120.00
6915,08-03-2025,Lucknow,India,Normal,Female,Household Items,Detergent Powder,1045,? 120.00,? 156.00,2,240,? 14.40,Cash,? 288.00,? 48.00
6916,08-03-2025,Phoenix,USA,Normal,Male,Groceries,Eggs,1023,? 7.00,? 9.00,4,28,? 1.82,Cash,? 36.40,? 8.40
6917,08-03-2025,Madurai,India,Normal,Male,Groceries,Packaged Water (1L),1031,? 20.00,? 26.00,1,20,? 1.30,Cash,? 26.00,? 6.00
6918,08-03-2025,Sangli,India,Normal,Male,Groceries,Salt,1027,? 20.00,? 26.00,8,160,? 14.56,Credit Card,? 208.00,? 48.00
6919,08-03-2025,Kansas City,USA,Normal,Female,Groceries,Juice (1L),1032,? 90.00,? 117.00,5,450,? 40.95,Credit Card,? 585.00,? 135.00
6920,08-03-2025,Jalandhar,India,Normal,Male,Electronics,Bluetooth Speaker,1005,"? 2,200.00","? 2,860.00",2,4400,? 275.00,Cash,"? 5,500.00","? 1,100.00"
6921,08-03-2025,Bhagalpur,India,Normal,Male,Groceries,Salt,1027,? 20.00,? 26.00,8,160,? 10.40,Cash,? 208.00,? 48.00
6922,08-03-2025,Bareilly,India,Normal,Female,Groceries,Coffee (200g),1033,? 250.00,? 325.00,7,1750,? 100.00,Cash,"? 2,187.50",? 437.50
6923,08-03-2025,Gandhinagar,India,Normal,Male,Groceries,Packaged Water (1L),1031,? 20.00,? 26.00,5,100,? 9.10,Credit Card,? 130.00,? 30.00
6924,08-03-2025,Bhagalpur,India,Normal,Male,Electronics,Laptop,1000,"? 55,000.00","? 71,500.00",3,165000,"? 10,725.00",Credit Card,"? 2,06,250.00","? 41,250.00"
6925,08-03-2025,Bokaro,India,Normal,Male,Electronics,Smartwatch,1004,"? 5,000.00","? 6,500.00",5,25000,? 650.00,Cash,"? 30,000.00","? 5,000.00"
6926,08-03-2025,Vijayawada,India,Member,Male,Groceries,Soft Drink (500ml),1030,? 40.00,? 52.00,8,320,? 41.60,Cash,? 416.00,? 96.00
6927,08-03-2025,Baltimore,USA,Normal,Male,Electronics,Smartphone,1001,"? 25,000.00","? 32,500.00",7,175000,"? 4,875.00",Cash,"? 2,27,500.00","? 52,500.00"
6928,08-03-2025,New York,USA,Normal,Female,Electronics,USB Cable,1008,? 250.00,? 325.00,7,1750,? 100.00,E-Wallet,"? 2,275.00",? 525.00
6929,09-03-2025,Kolhapur,India,Member,Female,Groceries,Salt,1027,? 20.00,? 26.00,5,100,? 19.50,E-Wallet,? 130.00,? 30.00
6930,09-03-2025,Mysore,India,Normal,Male,Groceries,Juice (1L),1032,? 90.00,? 117.00,5,450,? 40.95,Credit Card,? 585.00,? 135.00
6931,09-03-2025,Lucknow,India,Normal,Male,Electronics,Power Bank,1006,"? 1,200.00","? 1,560.00",3,3600,? 156.00,Cash,"? 4,680.00","? 1,080.00"
6932,09-03-2025,Berlin,Germany,Normal,Female,Groceries,Coffee (200g),1033,? 250.00,? 325.00,8,2000,? 100.00,Cash,"? 2,600.00",? 600.00
6933,09-03-2025,Canberra,Australia,Normal,Male,Groceries,Packaged Water (1L),1031,? 20.00,? 26.00,7,140,? 16.80,E-Wallet,? 168.00,? 28.00
6934,09-03-2025,Nagpur,India,Normal,Female,Groceries,Sugar,1026,? 45.00,? 59.00,5,225,? 14.06,Cash,? 281.25,? 56.25
6935,09-03-2025,Boston,USA,Member,Female,Groceries,Milk,1021,? 60.00,? 78.00,4,240,? 37.44,Credit Card,? 312.00,? 72.00
6936,09-03-2025,Vancouver,Canada,Normal,Male,Electronics,USB Cable,1008,? 250.00,? 325.00,3,750,? 48.75,Cash,? 975.00,? 225.00
6937,09-03-2025,Phoenix,USA,Normal,Male,Groceries,Milk,1021,? 60.00,? 78.00,6,360,? 23.40,Cash,? 468.00,? 108.00
6938,09-03-2025,Denver,USA,Normal,Female,Electronics,Monitor,1009,"? 12,000.00","? 15,600.00",2,24000,"? 1,560.00",Cash,"? 31,200.00","? 7,200.00"
6939,09-03-2025,Sambalpur,India,Normal,Male,Electronics,Headphones,1003,"? 3,500.00","? 4,550.00",5,17500,? 455.00,Credit Card,"? 21,875.00","? 4,375.00"
6940,09-03-2025,Nashville,USA,Normal,Female,Electronics,Bluetooth Speaker,1005,"? 2,200.00","? 2,860.00",6,13200,? 286.00,E-Wallet,"? 17,160.00","? 3,960.00"
6941,09-03-2025,Tumkur,India,Normal,Female,Clothing,Cap,1019,? 300.00,? 390.00,4,1200,? 100.00,E-Wallet,"? 1,560.00",? 360.00
6942,09-03-2025,Kota,India,Normal,Male,Electronics,Smartphone,1001,"? 25,000.00","? 32,500.00",5,125000,"? 4,875.00",Cash,"? 1,50,000.00","? 25,000.00"
6943,09-03-2025,Tenali,India,Normal,Female,Groceries,Energy Drink,1034,? 100.00,? 130.00,4,400,? 52.00,E-Wallet,? 520.00,? 120.00
6944,09-03-2025,Sheffield,UK,Normal,Female,Clothing,T-shirt,1017,? 500.00,? 650.00,6,3000,? 100.00,Cash,"? 3,900.00",? 900.00
6945,09-03-2025,Bhopal,India,Normal,Male,Groceries,Tea,1029,? 550.00,? 715.00,8,4400,? 100.00,E-Wallet,"? 5,060.00",? 660.00
6946,09-03-2025,Bangalore,India,Member,Female,Personal Care,Face Wash,1055,? 150.00,? 195.00,3,450,? 67.50,Credit Card,? 562.50,? 112.50
6947,09-03-2025,Pune,India,Normal,Female,Electronics,Charger,1007,? 800.00,"? 1,040.00",5,4000,? 104.00,Cash,"? 4,800.00",? 800.00
6948,09-03-2025,Mumbai,India,Normal,Male,Electronics,Headphones,1003,"? 3,500.00","? 4,550.00",4,14000,? 455.00,Cash,"? 16,100.00","? 2,100.00"
6949,09-03-2025,Sharjah,UAE,Normal,Female,Groceries,Sugar,1026,? 45.00,? 59.00,4,180,? 15.75,Credit Card,? 225.00,? 45.00
6950,09-03-2025,Salvador,Brazil,Member,Female,Electronics,Tablet,1002,"? 18,000.00","? 23,400.00",5,90000,"? 3,510.00",Credit Card,"? 1,17,000.00","? 27,000.00"
6951,09-03-2025,Gold Coast,Australia,Normal,Female,Electronics,Bluetooth Speaker,1005,"? 2,200.00","? 2,860.00",8,17600,? 286.00,Cash,"? 22,880.00","? 5,280.00"
6952,09-03-2025,São Paulo,Brazil,Normal,Female,Groceries,Cooking Oil,1028,? 140.00,? 182.00,7,980,? 85.75,Credit Card,"? 1,225.00",? 245.00
6953,09-03-2025,Visakhapatnam,India,Member,Female,Electronics,Bluetooth Speaker,1005,"? 2,200.00","? 2,860.00",5,11000,? 286.00,Cash,"? 14,300.00","? 3,300.00"
6954,10-03-2025,Kansas City,USA,Member,Female,Household Items,Laundry Basket,1050,? 450.00,? 585.00,5,2250,? 100.00,Credit Card,"? 2,925.00",? 675.00
6955,10-03-2025,Gold Coast,Australia,Normal,Male,Groceries,Juice (1L),1032,? 90.00,? 117.00,8,720,? 46.80,Cash,? 936.00,? 216.00
6956,10-03-2025,Kolhapur,India,Normal,Female,Groceries,Packaged Water (1L),1031,? 20.00,? 26.00,8,160,? 10.40,Cash,? 208.00,? 48.00
6957,10-03-2025,Sydney,Australia,Normal,Female,Groceries,Sugar,1026,? 45.00,? 59.00,7,315,? 18.90,Cash,? 378.00,? 63.00
6958,10-03-2025,Cologne,Germany,Normal,Female,Electronics,Smartphone,1001,"? 25,000.00","? 32,500.00",1,25000,"? 1,625.00",Cash,"? 32,500.00","? 7,500.00"
6959,10-03-2025,Vijayawada,India,Member,Male,Groceries,Eggs,1023,? 7.00,? 9.00,2,14,? 2.73,E-Wallet,? 18.20,? 4.20
6960,10-03-2025,Hamburg,Germany,Member,Male,Electronics,Charger,1007,? 800.00,"? 1,040.00",7,5600,? 104.00,Credit Card,"? 7,280.00","? 1,680.00"
6961,10-03-2025,Palghar,India,Member,Female,Groceries,Packaged Water (1L),1031,? 20.00,? 26.00,8,160,? 24.96,Credit Card,? 208.00,? 48.00
6962,10-03-2025,Portland,USA,Normal,Male,Groceries,Soft Drink (500ml),1030,? 40.00,? 52.00,2,80,? 5.20,Cash,? 104.00,? 24.00
6963,10-03-2025,Bokaro,India,Normal,Female,Electronics,Monitor,1009,"? 12,000.00","? 15,600.00",10,120000,"? 2,340.00",Cash,"? 1,56,000.00","? 36,000.00"
6964,10-03-2025,Agra,India,Normal,Female,Stationery,Calculator,1043,? 250.00,? 325.00,1,250,? 22.75,Credit Card,? 325.00,? 75.00
6965,10-03-2025,Leeds,UK,Normal,Male,Electronics,Monitor,1009,"? 12,000.00","? 15,600.00",5,60000,"? 2,340.00",Credit Card,"? 78,000.00","? 18,000.00"
6966,10-03-2025,Houston,USA,Member,Female,Clothing,Jeans,1018,"? 1,800.00","? 2,340.00",9,16200,? 234.00,Credit Card,"? 21,060.00","? 4,860.00"
6967,10-03-2025,Thiruvananthapuram,India,Normal,Female,Groceries,Bread,1022,? 40.00,? 52.00,6,240,? 31.20,E-Wallet,? 312.00,? 72.00
6968,10-03-2025,Adelaide,Australia,Member,Female,Groceries,Soft Drink (500ml),1030,? 40.00,? 52.00,6,240,? 33.12,Credit Card,? 276.00,? 36.00
6969,10-03-2025,Berlin,Germany,Normal,Female,Groceries,Eggs,1023,? 7.00,? 9.00,2,14,? 1.27,Credit Card,? 18.20,? 4.20
6970,10-03-2025,Stuttgart,Germany,Normal,Female,Electronics,Smartwatch,1004,"? 5,000.00","? 6,500.00",9,45000,? 650.00,E-Wallet,"? 58,500.00","? 13,500.00"
6971,10-03-2025,Belo Horizonte,Brazil,Member,Male,Groceries,Sugar,1026,? 45.00,? 59.00,6,270,? 38.88,Credit Card,? 324.00,? 54.00
6972,10-03-2025,Baranagar,India,Normal,Male,Household Items,Laundry Basket,1050,? 450.00,? 585.00,4,1800,? 100.00,Credit Card,"? 2,340.00",? 540.00
6973,10-03-2025,Phoenix,USA,Normal,Female,Clothing,Shirt,1010,? 900.00,"? 1,170.00",6,5400,? 117.00,Cash,"? 7,020.00","? 1,620.00"
6974,10-03-2025,Adelaide,Australia,Normal,Female,Electronics,Headphones,1003,"? 3,500.00","? 4,550.00",4,14000,? 455.00,Credit Card,"? 17,500.00","? 3,500.00"
6975,10-03-2025,Lucknow,India,Member,Male,Groceries,Eggs,1023,? 7.00,? 9.00,5,35,? 4.03,Cash,? 40.25,? 5.25
6976,10-03-2025,São Paulo,Brazil,Normal,Male,Groceries,Eggs,1023,? 7.00,? 9.00,5,35,? 2.19,Cash,? 43.75,? 8.75
6977,10-03-2025,Al Ain,UAE,Normal,Female,Stationery,Pen,1036,? 10.00,? 13.00,5,50,? 6.25,E-Wallet,? 62.50,? 12.50
6978,10-03-2025,Raichur,India,Member,Female,Groceries,Packaged Water (1L),1031,? 20.00,? 26.00,7,140,? 17.50,Cash,? 175.00,? 35.00
6979,10-03-2025,San Francisco,USA,Normal,Male,Stationery,Notebook,1035,? 50.00,? 65.00,10,500,? 43.75,Credit Card,? 625.00,? 125.00
6980,10-03-2025,Cologne,Germany,Normal,Male,Clothing,Shirt,1010,? 900.00,"? 1,170.00",7,6300,? 117.00,Credit Card,"? 7,245.00",? 945.00
6981,10-03-2025,Madurai,India,Normal,Male,Electronics,Bluetooth Speaker,1005,"? 2,200.00","? 2,860.00",5,11000,? 286.00,Credit Card,"? 14,300.00","? 3,300.00"
6982,11-03-2025,Hapur,India,Member,Female,Clothing,Cap,1019,? 300.00,? 390.00,6,1800,? 100.00,Cash,"? 2,340.00",? 540.00
6983,11-03-2025,Montreal,Canada,Normal,Female,Household Items,Dish Soap,1047,? 80.00,? 104.00,3,240,? 15.60,Cash,? 312.00,? 72.00
6984,11-03-2025,Frankfurt,Germany,Normal,Male,Clothing,Shirt,1010,? 900.00,"? 1,170.00",1,900,? 81.90,Credit Card,"? 1,170.00",? 270.00
6985,11-03-2025,Mysore,India,Member,Male,Groceries,Eggs,1023,? 7.00,? 9.00,5,35,? 5.04,Credit Card,? 42.00,? 7.00
6986,11-03-2025,Karimnagar,India,Member,Female,Stationery,Notebook,1035,? 50.00,? 65.00,10,500,? 97.50,E-Wallet,? 650.00,? 150.00
6987,11-03-2025,Ratlam,India,Normal,Female,Groceries,Soft Drink (500ml),1030,? 40.00,? 52.00,6,240,? 21.84,Credit Card,? 312.00,? 72.00
6988,11-03-2025,Pune,India,Member,Female,Groceries,Salt,1027,? 20.00,? 26.00,5,100,? 15.60,Credit Card,? 130.00,? 30.00
6989,11-03-2025,Visakhapatnam,India,Member,Male,Electronics,Charger,1007,? 800.00,"? 1,040.00",7,5600,? 104.00,Cash,"? 7,280.00","? 1,680.00"
6990,11-03-2025,Nashville,USA,Normal,Female,Groceries,Energy Drink,1034,? 100.00,? 130.00,2,200,? 13.00,Cash,? 260.00,? 60.00
6991,11-03-2025,Manchester,UK,Normal,Male,Groceries,Wheat Flour,1025,? 55.00,? 72.00,5,275,? 17.19,Cash,? 343.75,? 68.75
6992,11-03-2025,Sharjah,UAE,Normal,Female,Stationery,Stapler,1042,? 70.00,? 91.00,5,350,? 22.75,Cash,? 455.00,? 105.00
6993,11-03-2025,Hyderabad,India,Normal,Male,Electronics,Monitor,1009,"? 12,000.00","? 15,600.00",7,84000,"? 2,340.00",Cash,"? 1,09,200.00","? 25,200.00"
6994,11-03-2025,Bareilly,India,Normal,Male,Stationery,Pen,1036,? 10.00,? 13.00,3,30,? 1.95,Cash,? 39.00,? 9.00
6995,11-03-2025,Portland,USA,Normal,Female,Electronics,Power Bank,1006,"? 1,200.00","? 1,560.00",9,10800,? 156.00,Cash,"? 13,500.00","? 2,700.00"
6996,11-03-2025,Bareilly,India,Normal,Female,Groceries,Fruits,1024,? 80.00,? 104.00,6,480,? 31.20,Cash,? 624.00,? 144.00
6997,11-03-2025,Atlanta,USA,Member,Female,Groceries,Cooking Oil,1028,? 140.00,? 182.00,8,1120,? 100.00,Cash,"? 1,456.00",? 336.00
6998,11-03-2025,Bardhaman,India,Normal,Female,Groceries,Milk,1021,? 60.00,? 78.00,3,180,? 11.25,Cash,? 225.00,? 45.00
6999,11-03-2025,Ahmedabad,India,Member,Male,Clothing,T-shirt,1017,? 500.00,? 650.00,5,2500,? 100.00,E-Wallet,"? 3,125.00",? 625.00
7000,11-03-2025,Ludhiana,India,Member,Male,Clothing,Pants,1011,"? 1,500.00","? 1,950.00",10,15000,? 195.00,Cash,"? 19,500.00","? 4,500.00"
7001,12-03-2025,Phoenix,USA,Normal,Female,Personal Care,Toothbrush,1054,? 25.00,? 33.00,1,25,? 2.19,Credit Card,? 31.25,? 6.25
7002,12-03-2025,Manaus,Brazil,Member,Female,Groceries,Bread,1022,? 40.00,? 52.00,6,240,? 30.00,Cash,? 300.00,? 60.00
7003,12-03-2025,Delhi,India,Member,Male,Groceries,Soft Drink (500ml),1030,? 40.00,? 52.00,7,280,? 36.40,Cash,? 364.00,? 84.00
7004,12-03-2025,Edmonton,Canada,Normal,Male,Electronics,Laptop,1000,"? 55,000.00","? 71,500.00",1,55000,"? 7,150.00",E-Wallet,"? 71,500.00","? 16,500.00"
7005,12-03-2025,Winnipeg,Canada,Normal,Male,Electronics,Headphones,1003,"? 3,500.00","? 4,550.00",2,7000,? 455.00,Cash,"? 9,100.00","? 2,100.00"
7006,12-03-2025,Etawah,India,Normal,Male,Clothing,Socks,1016,? 100.00,? 130.00,5,500,? 65.00,E-Wallet,? 650.00,? 150.00
7007,12-03-2025,Nizamabad,India,Normal,Female,Clothing,Cap,1019,? 300.00,? 390.00,6,1800,? 100.00,E-Wallet,"? 2,160.00",? 360.00
7008,12-03-2025,Austin,USA,Normal,Male,Electronics,Smartphone,1001,"? 25,000.00","? 32,500.00",5,125000,"? 4,875.00",Credit Card,"? 1,62,500.00","? 37,500.00"
7009,12-03-2025,Nizamabad,India,Normal,Male,Clothing,T-shirt,1017,? 500.00,? 650.00,6,3000,? 100.00,Cash,"? 3,750.00",? 750.00
7010,12-03-2025,Adelaide,Australia,Normal,Male,Electronics,Laptop,1000,"? 55,000.00","? 71,500.00",7,385000,"? 10,725.00",Cash,"? 4,81,250.00","? 96,250.00"
7011,12-03-2025,Vijayawada,India,Member,Male,Electronics,Monitor,1009,"? 12,000.00","? 15,600.00",4,48000,"? 2,340.00",Credit Card,"? 55,200.00","? 7,200.00"
7012,12-03-2025,Mysore,India,Normal,Female,Groceries,Wheat Flour,1025,? 55.00,? 72.00,5,275,? 25.03,Credit Card,? 357.50,? 82.50
